student_id,app_usage_percentage,divice_type,internet_quality,video_completion_rate
STU118070,100,Laptop,Medium,76.0
STU118071,100,Laptop,Low,70.2
STU118072,100,Mobile,Medium,38.4
STU118073,59,Mobile,High,61.4
STU118074,72,Mobile,Medium,66.4
STU118075,82,Mobile,High,62.3
STU118076,67,Laptop,Medium,55.0
STU118077,67,Mobile,High,85.0
STU118078,89,Mobile,High,75.3
STU118079,94,Mobile,Medium,48.1
STU118080,41,Mobile,Medium,58.8
STU118081,68,Laptop,High,62.9
STU118082,88,Mobile,High,72.0
STU118083,98,Laptop,High,63.5
STU118084,84,Mobile,Low,91.2
STU118085,51,Mobile,High,43.6
STU118086,100,Mobile,High,62.4
STU118087,84,Laptop,Medium,88.7
STU118088,100,Laptop,High,46.4
STU118089,100,Mobile,Medium,60.5
STU118090,81,Laptop,Medium,75.4
STU118091,96,Mobile,Low,75.5
STU118092,42,Mobile,Medium,78.1
STU118093,72,Laptop,High,57.9
STU118094,86,Mobile,Medium,94.1
STU118095,97,Mobile,High,72.2
STU118096,52,Tablet,Medium,38.1
STU118097,82,Laptop,Low,78.9
STU118098,82,Mobile,Low,63.7
STU118099,74,Laptop,Medium,85.4
STU118100,86,Mobile,Medium,80.7
STU118101,74,Mobile,Medium,74.5
STU118102,67,Mobile,High,82.5
STU118103,43,Mobile,Medium,94.0
STU118104,72,Laptop,Medium,49.9
STU118105,71,Mobile,Medium,62.5
STU118106,34,Mobile,High,72.6
STU118107,47,Mobile,High,76.5
STU118108,56,Laptop,High,55.1
STU118109,75,Tablet,Low,90.6
STU118110,91,Laptop,Medium,58.4
STU118111,76,Laptop,Medium,59.9
STU118112,63,Laptop,Medium,80.4
STU118113,88,Mobile,High,54.0
STU118114,50,Mobile,High,47.1
STU118115,100,Mobile,Medium,59.8
STU118116,62,Laptop,Medium,59.1
STU118117,46,Laptop,High,66.2
STU118118,98,Laptop,Medium,94.2
STU118119,100,Mobile,High,29.3
STU118120,62,Laptop,Medium,70.6
STU118121,88,Laptop,High,55.6
STU118122,100,Mobile,High,59.9
STU118123,78,Laptop,Medium,72.9
STU118124,61,Tablet,Medium,70.4
STU118125,39,Mobile,Medium,52.0
STU118126,69,Mobile,High,78.3
STU118127,51,Mobile,Low,19.5
STU118128,100,Laptop,High,63.4
STU118129,85,Laptop,High,88.6
STU118130,62,Laptop,High,62.1
STU118131,55,Mobile,High,68.0
STU118132,98,Laptop,Medium,37.7
STU118133,57,Mobile,High,82.6
STU118134,68,Laptop,High,45.7
STU118135,52,Mobile,High,66.8
STU118136,85,Laptop,Medium,33.5
STU118137,71,Mobile,Medium,78.6
STU118138,72,Laptop,High,81.8
STU118139,100,Mobile,Medium,68.7
STU118140,100,Mobile,High,84.9
STU118141,93,Mobile,Medium,85.5
STU118142,80,Tablet,Low,26.6
STU118143,95,Mobile,High,71.1
STU118144,75,Laptop,Low,46.7
STU118145,29,Mobile,Medium,21.1
STU118146,24,Mobile,Low,81.4
STU118147,50,Mobile,High,30.2
STU118148,53,Laptop,Medium,75.0
STU118149,72,Mobile,High,49.0
STU118150,72,Laptop,Medium,78.8
STU118151,100,Mobile,Low,5.4
STU118152,44,Mobile,High,59.4
STU118153,83,Laptop,High,84.5
STU118154,80,Mobile,High,72.0
STU118155,56,Laptop,High,33.7
STU118156,29,Laptop,Medium,53.8
STU118157,100,Mobile,Medium,14.4
STU118158,96,Mobile,Medium,17.2
STU118159,61,Mobile,High,58.4
STU118160,41,Mobile,Medium,24.5
STU118161,100,Mobile,Medium,91.9
STU118162,98,Mobile,Medium,49.2
STU118163,69,Tablet,High,90.8
STU118164,33,Tablet,Low,77.4
STU118165,53,Mobile,Medium,37.1
STU118166,66,Tablet,High,65.1
STU118167,67,Mobile,High,81.1
STU118168,57,Laptop,High,83.3
STU118169,89,Mobile,High,53.8
STU118170,76,Mobile,Medium,80.5
STU118171,46,Mobile,Low,43.2
STU118172,59,Mobile,High,89.1
STU118173,73,Laptop,Low,61.2
STU118174,43,Mobile,Medium,62.1
STU118175,78,Mobile,Medium,53.9
STU118176,74,Mobile,High,37.5
STU118177,22,Laptop,High,71.3
STU118178,66,Mobile,High,68.6
STU118179,50,Mobile,Medium,81.4
STU118180,47,Mobile,High,28.9
STU118181,74,Mobile,Low,44.9
STU118182,88,Mobile,Low,57.0
STU118183,91,Laptop,High,41.0
STU118184,88,Laptop,Medium,92.6
STU118185,85,Mobile,Medium,57.9
STU118186,61,Mobile,Low,55.5
STU118187,78,Mobile,High,73.8
STU118188,72,Mobile,Medium,56.2
STU118189,31,Mobile,High,32.8
STU118190,73,Mobile,High,68.1
STU118191,56,Laptop,Medium,40.8
STU118192,66,Mobile,High,27.8
STU118193,64,Mobile,Low,78.9
STU118194,61,Mobile,Medium,93.2
STU118195,51,Laptop,Medium,63.9
STU118196,66,Mobile,High,70.9
STU118197,100,Laptop,High,79.6
STU118198,71,Mobile,Medium,55.9
STU118199,45,Mobile,Medium,70.5
STU118200,75,Mobile,High,61.9
STU118201,95,Mobile,Medium,67.5
STU118202,55,Mobile,High,81.7
STU118203,62,Laptop,Medium,46.8
STU118204,42,Mobile,Medium,62.5
STU118205,89,Mobile,Medium,47.9
STU118206,92,Laptop,Medium,38.5
STU118207,42,Laptop,Low,80.4
STU118208,34,Mobile,High,80.7
STU118209,77,Mobile,Medium,46.1
STU118210,48,Mobile,Medium,78.9
STU118211,90,Mobile,Medium,74.8
STU118212,80,Laptop,High,85.6
STU118213,67,Laptop,Medium,83.5
STU118214,62,Mobile,High,35.5
STU118215,87,Tablet,High,88.8
STU118216,74,Mobile,Medium,75.0
STU118217,58,Mobile,Low,78.7
STU118218,87,Laptop,Medium,42.1
STU118219,77,Mobile,Medium,84.2
STU118220,55,Laptop,Medium,49.5
STU118221,81,Laptop,High,87.1
STU118222,60,Mobile,Medium,79.3
STU118223,46,Laptop,Medium,31.3
STU118224,43,Mobile,Medium,83.4
STU118225,45,Laptop,High,63.9
STU118226,92,Mobile,High,92.7
STU118227,51,Laptop,Medium,80.5
STU118228,68,Mobile,Low,67.2
STU118229,52,Mobile,Medium,93.2
STU118230,30,Laptop,High,68.3
STU118231,80,Laptop,High,67.5
STU118232,47,Mobile,High,96.4
STU118233,46,Mobile,Medium,55.8
STU118234,46,Tablet,High,80.2
STU118235,57,Mobile,High,72.7
STU118236,38,Mobile,High,21.9
STU118237,70,Laptop,Medium,55.6
STU118238,47,Mobile,High,40.5
STU118239,83,Mobile,Medium,90.6
STU118240,68,Laptop,Low,43.4
STU118241,71,Mobile,Low,47.8
STU118242,52,Tablet,Medium,94.5
STU118243,67,Mobile,Low,22.2
STU118244,60,Mobile,Low,46.5
STU118245,49,Tablet,Medium,72.9
STU118246,100,Mobile,Medium,74.4
STU118247,95,Mobile,Medium,62.5
STU118248,98,Mobile,Medium,74.6
STU118249,72,Mobile,Low,79.6
STU118250,70,Laptop,High,85.1
STU118251,79,Mobile,Medium,39.1
STU118252,60,Mobile,Medium,67.7
STU118253,79,Mobile,High,76.0
STU118254,73,Mobile,High,50.4
STU118255,32,Laptop,Medium,94.7
STU118256,67,Mobile,Medium,49.1
STU118257,89,Laptop,High,35.0
STU118258,63,Mobile,Medium,86.1
STU118259,67,Mobile,Low,75.3
STU118260,67,Mobile,Low,77.2
STU118261,48,Mobile,Low,81.4
STU118262,34,Laptop,High,85.4
STU118263,49,Laptop,High,51.6
STU118264,62,Mobile,Medium,87.8
STU118265,48,Laptop,High,70.1
STU118266,57,Laptop,High,58.3
STU118267,62,Laptop,Medium,87.1
STU118268,61,Mobile,Medium,76.5
STU118269,51,Mobile,High,51.3
STU118270,67,Mobile,Medium,70.8
STU118271,100,Laptop,Medium,20.3
STU118272,79,Mobile,Medium,65.8
STU118273,91,Laptop,High,82.1
STU118274,83,Mobile,Medium,80.6
STU118275,67,Mobile,Medium,56.7
STU118276,52,Mobile,Low,63.1
STU118277,54,Mobile,Medium,18.7
STU118278,49,Mobile,Medium,54.3
STU118279,77,Mobile,Medium,41.0
STU118280,56,Mobile,High,20.2
STU118281,100,Laptop,Medium,65.2
STU118282,65,Laptop,Low,43.0
STU118283,53,Laptop,Medium,89.8
STU118284,74,Mobile,Medium,62.3
STU118285,59,Mobile,Medium,38.2
STU118286,31,Mobile,Medium,71.2
STU118287,41,Laptop,Medium,55.4
STU118288,81,Mobile,Medium,76.2
STU118289,76,Laptop,High,52.8
STU118290,68,Mobile,Medium,80.6
STU118291,80,Mobile,Medium,62.1
STU118292,91,Laptop,Low,46.4
STU118293,68,Laptop,High,66.9
STU118294,81,Laptop,Medium,79.1
STU118295,33,Laptop,High,39.0
STU118296,55,Mobile,High,73.4
STU118297,83,Mobile,Medium,54.1
STU118298,83,Laptop,High,69.1
STU118299,75,Laptop,High,72.9
STU118300,65,Laptop,Low,73.5
STU118301,41,Laptop,Medium,63.3
STU118302,99,Tablet,Medium,68.3
STU118303,44,Mobile,Medium,70.4
STU118304,91,Mobile,Medium,62.0
STU118305,50,Mobile,Low,65.5
STU118306,74,Mobile,Low,22.6
STU118307,82,Laptop,Low,92.6
STU118308,72,Mobile,Low,54.4
STU118309,100,Mobile,Medium,67.1
STU118310,63,Mobile,Medium,75.4
STU118311,76,Mobile,Medium,40.6
STU118312,68,Mobile,Medium,84.9
STU118313,85,Laptop,Medium,29.4
STU118314,89,Laptop,High,64.6
STU118315,67,Laptop,Medium,80.8
STU118316,61,Mobile,High,56.5
STU118317,49,Laptop,Low,71.8
STU118318,66,Tablet,Medium,54.4
STU118319,60,Mobile,High,92.5
STU118320,57,Mobile,High,72.3
STU118321,66,Laptop,High,68.4
STU118322,75,Mobile,Medium,61.1
STU118323,79,Mobile,Low,19.1
STU118324,78,Tablet,Medium,40.2
STU118325,80,Laptop,High,83.2
STU118326,80,Tablet,Low,91.7
STU118327,36,Mobile,Medium,32.3
STU118328,81,Tablet,High,67.2
STU118329,48,Mobile,Medium,64.5
STU118330,71,Mobile,Low,31.2
STU118331,55,Laptop,Medium,64.0
STU118332,56,Mobile,Medium,78.7
STU118333,80,Mobile,High,72.1
STU118334,100,Mobile,Medium,53.3
STU118335,52,Mobile,Medium,84.2
STU118336,63,Mobile,High,56.1
STU118337,56,Mobile,Medium,63.2
STU118338,90,Laptop,High,81.2
STU118339,80,Laptop,High,80.3
STU118340,42,Mobile,Medium,83.2
STU118341,96,Laptop,Medium,63.4
STU118342,46,Laptop,High,65.9
STU118343,54,Mobile,High,83.6
STU118344,63,Laptop,Medium,68.8
STU118345,27,Laptop,High,85.1
STU118346,42,Mobile,High,61.0
STU118347,64,Laptop,High,58.0
STU118348,52,Mobile,High,73.4
STU118349,71,Mobile,High,79.6
STU118350,55,Laptop,Medium,73.1
STU118351,51,Mobile,Medium,55.7
STU118352,71,Mobile,Medium,71.7
STU118353,83,Mobile,Low,55.8
STU118354,56,Laptop,Low,32.4
STU118355,88,Laptop,High,71.7
STU118356,31,Mobile,High,92.2
STU118357,75,Mobile,High,50.2
STU118358,79,Laptop,High,64.4
STU118359,35,Mobile,Medium,79.0
STU118360,91,Mobile,High,52.0
STU118361,78,Mobile,Medium,73.4
STU118362,55,Laptop,Medium,63.7
STU118363,67,Mobile,High,47.9
STU118364,45,Mobile,Medium,43.1
STU118365,89,Mobile,Low,64.9
STU118366,52,Laptop,High,81.0
STU118367,52,Tablet,Low,74.4
STU118368,39,Mobile,Medium,73.2
STU118369,56,Mobile,High,75.0
STU118370,75,Laptop,Low,49.4
STU118371,45,Laptop,High,78.6
STU118372,68,Mobile,Medium,54.4
STU118373,64,Laptop,High,76.0
STU118374,64,Mobile,High,44.3
STU118375,67,Mobile,Medium,72.1
STU118376,89,Laptop,Low,75.0
STU118377,13,Mobile,High,68.9
STU118378,78,Mobile,Low,28.9
STU118379,76,Laptop,High,89.0
STU118380,91,Mobile,High,94.2
STU118381,67,Mobile,High,63.7
STU118382,42,Mobile,Low,94.2
STU118383,44,Laptop,High,52.3
STU118384,74,Mobile,Medium,65.5
STU118385,65,Mobile,Medium,36.1
STU118386,81,Laptop,Medium,59.7
STU118387,76,Mobile,Low,25.8
STU118388,73,Mobile,Medium,75.8
STU118389,22,Mobile,Medium,55.1
STU118390,64,Mobile,Medium,66.5
STU118391,59,Laptop,Medium,91.9
STU118392,78,Laptop,Low,34.5
STU118393,72,Laptop,Medium,50.3
STU118394,73,Laptop,Medium,30.4
STU118395,80,Mobile,High,88.1
STU118396,54,Laptop,High,55.7
STU118397,67,Mobile,Medium,37.4
STU118398,63,Laptop,Medium,51.8
STU118399,58,Laptop,High,48.3
STU118400,41,Laptop,High,64.4
STU118401,77,Tablet,High,71.6
STU118402,95,Mobile,Medium,30.4
STU118403,68,Mobile,Medium,75.3
STU118404,81,Mobile,Medium,49.9
STU118405,100,Mobile,Medium,66.0
STU118406,58,Laptop,High,85.7
STU118407,90,Mobile,Medium,50.3
STU118408,68,Laptop,High,52.1
STU118409,45,Mobile,High,92.4
STU118410,74,Mobile,High,38.0
STU118411,71,Mobile,Medium,37.5
STU118412,53,Mobile,High,39.3
STU118413,69,Mobile,Medium,88.4
STU118414,48,Mobile,High,34.9
STU118415,59,Mobile,Medium,45.8
STU118416,64,Mobile,High,46.4
STU118417,68,Laptop,High,29.1
STU118418,49,Mobile,Medium,94.7
STU118419,68,Mobile,Medium,31.8
STU118420,32,Mobile,Medium,86.7
STU118421,42,Laptop,Medium,88.0
STU118422,82,Laptop,Medium,49.6
STU118423,63,Mobile,Medium,48.9
STU118424,49,Mobile,High,87.8
STU118425,70,Mobile,High,64.5
STU118426,67,Mobile,High,27.3
STU118427,90,Mobile,Medium,45.3
STU118428,62,Tablet,High,82.1
STU118429,100,Laptop,High,42.2
STU118430,56,Laptop,Medium,56.0
STU118431,30,Laptop,Medium,80.7
STU118432,70,Mobile,Medium,85.7
STU118433,49,Mobile,High,54.9
STU118434,52,Mobile,High,51.0
STU118435,85,Mobile,Medium,24.1
STU118436,33,Tablet,Medium,88.2
STU118437,76,Mobile,High,60.3
STU118438,99,Laptop,Medium,43.8
STU118439,96,Mobile,Medium,61.4
STU118440,63,Mobile,High,13.4
STU118441,79,Mobile,Medium,89.3
STU118442,100,Mobile,Medium,75.0
STU118443,56,Laptop,Medium,84.3
STU118444,92,Laptop,Low,34.3
STU118445,48,Laptop,High,56.1
STU118446,52,Mobile,High,70.1
STU118447,100,Laptop,Low,70.2
STU118448,89,Laptop,Medium,77.2
STU118449,65,Laptop,High,52.4
STU118450,65,Mobile,High,52.3
STU118451,69,Mobile,High,41.6
STU118452,49,Tablet,High,81.1
STU118453,75,Mobile,Medium,80.0
STU118454,53,Mobile,High,88.6
STU118455,51,Laptop,Medium,90.3
STU118456,40,Mobile,Medium,55.7
STU118457,72,Laptop,Medium,69.8
STU118458,72,Mobile,Medium,64.8
STU118459,76,Laptop,Medium,64.3
STU118460,86,Mobile,Medium,73.1
STU118461,34,Mobile,Medium,86.3
STU118462,68,Mobile,High,66.5
STU118463,61,Mobile,Medium,33.9
STU118464,100,Mobile,High,86.1
STU118465,100,Laptop,Medium,18.7
STU118466,42,Mobile,Low,66.4
STU118467,41,Laptop,High,76.8
STU118468,74,Mobile,Medium,40.6
STU118469,69,Mobile,Medium,55.0
STU118470,72,Mobile,High,88.7
STU118471,60,Mobile,Medium,85.9
STU118472,94,Laptop,Medium,90.1
STU118473,80,Mobile,Low,33.5
STU118474,75,Laptop,Medium,82.1
STU118475,55,Mobile,Medium,83.8
STU118476,85,Laptop,Medium,46.7
STU118477,62,Tablet,Medium,51.9
STU118478,71,Mobile,Medium,77.2
STU118479,97,Mobile,High,42.1
STU118480,40,Laptop,Low,83.3
STU118481,89,Mobile,High,43.5
STU118482,62,Mobile,High,20.7
STU118483,85,Mobile,Medium,92.5
STU118484,64,Mobile,Low,77.7
STU118485,85,Laptop,High,93.1
STU118486,52,Laptop,Medium,53.7
STU118487,81,Mobile,High,53.9
STU118488,52,Laptop,High,52.2
STU118489,99,Mobile,Medium,33.5
STU118490,56,Laptop,Medium,34.3
STU118491,71,Mobile,High,73.7
STU118492,98,Mobile,Low,38.8
STU118493,57,Laptop,High,93.2
STU118494,58,Mobile,Medium,77.4
STU118495,71,Laptop,Medium,94.8
STU118496,100,Laptop,High,95.1
STU118497,72,Mobile,Medium,53.7
STU118498,74,Laptop,Medium,82.9
STU118499,91,Mobile,High,48.7
STU118500,91,Laptop,Medium,67.2
STU118501,35,Laptop,High,58.1
STU118502,63,Mobile,Medium,76.4
STU118503,44,Mobile,Medium,86.3
STU118504,63,Mobile,Medium,86.7
STU118505,75,Mobile,Low,61.8
STU118506,64,Mobile,High,68.4
STU118507,44,Laptop,Medium,63.8
STU118508,81,Laptop,Medium,50.7
STU118509,49,Mobile,Medium,55.1
STU118510,24,Mobile,Low,20.3
STU118511,54,Laptop,Medium,91.0
STU118512,71,Tablet,High,65.0
STU118513,73,Mobile,Medium,58.3
STU118514,50,Mobile,High,68.2
STU118515,73,Mobile,Medium,79.9
STU118516,49,Laptop,Medium,55.3
STU118517,67,Mobile,Medium,43.0
STU118518,90,Mobile,Low,79.7
STU118519,50,Mobile,Medium,66.8
STU118520,75,Mobile,Medium,26.7
STU118521,44,Laptop,Medium,19.8
STU118522,46,Mobile,Medium,64.1
STU118523,59,Mobile,Low,43.1
STU118524,94,Mobile,High,85.8
STU118525,70,Mobile,High,45.2
STU118526,68,Laptop,Medium,19.7
STU118527,70,Laptop,Low,65.6
STU118528,100,Tablet,High,41.2
STU118529,79,Laptop,Medium,67.8
STU118530,89,Mobile,High,62.4
STU118531,52,Mobile,Low,50.9
STU118532,63,Mobile,High,62.0
STU118533,75,Laptop,High,7.4
STU118534,92,Laptop,Medium,71.6
STU118535,100,Laptop,Low,69.4
STU118536,90,Mobile,Low,89.6
STU118537,45,Mobile,Medium,69.9
STU118538,48,Mobile,Medium,71.6
STU118539,79,Mobile,High,65.5
STU118540,56,Laptop,High,31.6
STU118541,64,Mobile,High,55.7
STU118542,67,Laptop,Low,24.2
STU118543,48,Mobile,High,27.6
STU118544,93,Laptop,Low,70.4
STU118545,52,Mobile,Medium,32.1
STU118546,64,Mobile,Medium,57.9
STU118547,91,Mobile,Medium,80.8
STU118548,76,Mobile,Medium,62.0
STU118549,92,Mobile,Low,73.5
STU118550,74,Mobile,High,80.6
STU118551,86,Mobile,High,21.5
STU118552,82,Mobile,Medium,56.9
STU118553,45,Mobile,Medium,70.8
STU118554,100,Mobile,High,93.0
STU118555,100,Mobile,Medium,45.9
STU118556,47,Mobile,High,88.8
STU118557,83,Mobile,High,56.7
STU118558,15,Laptop,Medium,60.7
STU118559,59,Tablet,Low,93.6
STU118560,38,Mobile,Medium,40.5
STU118561,83,Laptop,High,48.5
STU118562,65,Mobile,High,45.2
STU118563,53,Mobile,High,58.6
STU118564,39,Mobile,High,87.2
STU118565,66,Mobile,High,50.6
STU118566,63,Mobile,Medium,83.7
STU118567,74,Laptop,Medium,51.2
STU118568,80,Laptop,High,51.6
STU118569,95,Mobile,Medium,33.2
STU118570,41,Mobile,High,79.9
STU118571,86,Laptop,Medium,59.0
STU118572,60,Mobile,Medium,74.0
STU118573,48,Mobile,High,72.4
STU118574,68,Mobile,High,67.9
STU118575,57,Mobile,Medium,51.2
STU118576,89,Mobile,Medium,76.5
STU118577,100,Mobile,High,35.1
STU118578,82,Laptop,High,51.0
STU118579,73,Laptop,High,30.5
STU118580,88,Laptop,Low,49.9
STU118581,79,Laptop,Medium,28.8
STU118582,29,Laptop,Medium,41.2
STU118583,89,Laptop,High,34.7
STU118584,74,Mobile,Medium,90.6
STU118585,57,Mobile,Medium,95.0
STU118586,54,Mobile,Low,49.5
STU118587,77,Mobile,High,55.1
STU118588,69,Mobile,High,90.2
STU118589,59,Laptop,High,50.6
STU118590,64,Mobile,Medium,35.8
STU118591,50,Laptop,Low,91.9
STU118592,56,Mobile,Low,35.1
STU118593,81,Mobile,Medium,25.6
STU118594,92,Laptop,High,39.8
STU118595,67,Mobile,High,35.1
STU118596,52,Mobile,High,68.2
STU118597,51,Laptop,High,33.0
STU118598,81,Laptop,Medium,43.2
STU118599,58,Mobile,Medium,48.0
STU118600,83,Mobile,Low,53.5
STU118601,78,Laptop,High,24.9
STU118602,82,Mobile,Low,47.0
STU118603,73,Mobile,Low,72.4
STU118604,89,Mobile,High,65.4
STU118605,60,Mobile,Medium,88.0
STU118606,64,Laptop,High,76.2
STU118607,67,Laptop,Medium,66.6
STU118608,84,Laptop,Medium,37.6
STU118609,62,Mobile,High,52.0
STU118610,50,Laptop,Medium,77.8
STU118611,43,Mobile,High,45.1
STU118612,100,Mobile,Medium,75.8
STU118613,67,Mobile,Medium,60.3
STU118614,100,Laptop,Medium,92.2
STU118615,89,Laptop,Medium,81.4
STU118616,98,Laptop,Medium,43.7
STU118617,58,Mobile,Medium,56.4
STU118618,55,Mobile,Low,76.2
STU118619,43,Mobile,High,69.4
STU118620,41,Laptop,Medium,59.2
STU118621,85,Mobile,Medium,40.1
STU118622,72,Mobile,Low,29.3
STU118623,100,Laptop,Medium,80.6
STU118624,100,Mobile,Medium,65.5
STU118625,39,Laptop,High,71.8
STU118626,73,Mobile,High,60.5
STU118627,76,Laptop,Medium,43.7
STU118628,100,Laptop,High,79.4
STU118629,44,Mobile,High,79.5
STU118630,76,Laptop,High,32.0
STU118631,47,Mobile,High,64.9
STU118632,81,Mobile,Medium,35.3
STU118633,75,Mobile,Low,28.4
STU118634,40,Mobile,Medium,85.9
STU118635,61,Laptop,Medium,58.3
STU118636,67,Mobile,High,69.6
STU118637,56,Mobile,High,44.7
STU118638,82,Mobile,Medium,53.0
STU118639,80,Laptop,High,91.0
STU118640,90,Mobile,Medium,67.4
STU118641,75,Mobile,High,79.1
STU118642,66,Laptop,Medium,68.3
STU118643,80,Mobile,Medium,70.2
STU118644,95,Mobile,Medium,76.8
STU118645,68,Mobile,High,63.1
STU118646,68,Mobile,High,60.7
STU118647,100,Laptop,High,69.8
STU118648,56,Laptop,Medium,33.2
STU118649,43,Laptop,Low,64.9
STU118650,77,Mobile,Low,38.0
STU118651,87,Laptop,High,79.7
STU118652,84,Laptop,Medium,54.2
STU118653,61,Mobile,Low,71.7
STU118654,82,Laptop,High,91.4
STU118655,83,Laptop,Low,28.5
STU118656,98,Laptop,Medium,67.8
STU118657,41,Mobile,Medium,58.7
STU118658,77,Mobile,Low,91.3
STU118659,80,Mobile,Medium,62.8
STU118660,64,Laptop,High,91.3
STU118661,100,Mobile,Medium,75.3
STU118662,81,Mobile,High,55.8
STU118663,96,Laptop,High,39.1
STU118664,91,Mobile,High,75.1
STU118665,64,Mobile,High,59.8
STU118666,55,Mobile,Low,72.7
STU118667,61,Laptop,High,47.2
STU118668,40,Laptop,Medium,83.8
STU118669,100,Laptop,Medium,62.6
STU118670,72,Mobile,Low,82.4
STU118671,47,Mobile,High,48.7
STU118672,83,Mobile,Medium,80.6
STU118673,100,Laptop,Medium,77.7
STU118674,88,Mobile,High,80.3
STU118675,57,Mobile,High,62.9
STU118676,85,Mobile,High,68.5
STU118677,83,Mobile,Medium,79.0
STU118678,68,Laptop,Medium,85.2
STU118679,80,Mobile,Low,9.7
STU118680,73,Tablet,Medium,55.5
STU118681,65,Mobile,Medium,45.0
STU118682,67,Laptop,Medium,84.4
STU118683,92,Mobile,Low,43.1
STU118684,99,Mobile,Medium,79.8
STU118685,100,Mobile,High,76.8
STU118686,55,Laptop,High,52.8
STU118687,92,Laptop,High,32.0
STU118688,90,Mobile,Medium,78.5
STU118689,90,Mobile,High,36.9
STU118690,63,Mobile,Medium,75.8
STU118691,35,Mobile,Medium,64.6
STU118692,55,Mobile,Medium,84.3
STU118693,96,Laptop,Medium,83.0
STU118694,84,Laptop,Medium,48.3
STU118695,80,Laptop,High,86.1
STU118696,100,Tablet,High,86.8
STU118697,93,Laptop,High,88.8
STU118698,51,Mobile,Medium,37.6
STU118699,82,Laptop,Medium,31.7
STU118700,80,Tablet,Medium,45.3
STU118701,79,Mobile,Medium,40.0
STU118702,63,Mobile,Medium,42.7
STU118703,91,Mobile,Medium,85.4
STU118704,100,Mobile,Medium,48.7
STU118705,76,Tablet,High,66.6
STU118706,67,Laptop,High,57.6
STU118707,52,Laptop,High,78.6
STU118708,95,Mobile,High,69.7
STU118709,68,Mobile,Medium,85.9
STU118710,86,Laptop,High,56.2
STU118711,92,Laptop,High,92.7
STU118712,77,Mobile,Medium,19.6
STU118713,51,Laptop,High,87.8
STU118714,69,Laptop,Medium,71.1
STU118715,85,Mobile,High,92.2
STU118716,97,Laptop,Medium,79.4
STU118717,66,Mobile,High,77.8
STU118718,60,Mobile,High,57.3
STU118719,65,Laptop,High,66.7
STU118720,58,Mobile,Medium,54.2
STU118721,39,Mobile,Medium,69.0
STU118722,66,Mobile,High,51.1
STU118723,100,Laptop,High,58.2
STU118724,88,Mobile,Medium,44.8
STU118725,78,Tablet,Medium,25.4
STU118726,58,Mobile,Medium,88.5
STU118727,63,Mobile,High,67.3
STU118728,73,Laptop,High,52.1
STU118729,51,Mobile,Medium,74.8
STU118730,39,Laptop,Medium,58.5
STU118731,94,Mobile,Low,87.5
STU118732,100,Mobile,High,92.7
STU118733,40,Mobile,Low,48.9
STU118734,45,Laptop,Medium,64.7
STU118735,50,Mobile,High,35.9
STU118736,47,Mobile,High,62.9
STU118737,49,Mobile,Medium,33.8
STU118738,50,Mobile,High,48.3
STU118739,100,Mobile,Medium,36.9
STU118740,55,Mobile,High,48.3
STU118741,55,Mobile,Low,40.1
STU118742,87,Laptop,High,27.8
STU118743,91,Mobile,Medium,58.1
STU118744,75,Mobile,Medium,52.5
STU118745,42,Laptop,Medium,72.2
STU118746,56,Mobile,Medium,68.2
STU118747,80,Mobile,Medium,45.7
STU118748,42,Mobile,High,41.8
STU118749,60,Mobile,Low,49.7
STU118750,42,Laptop,High,76.0
STU118751,88,Mobile,High,78.4
STU118752,63,Mobile,Low,66.3
STU118753,94,Mobile,Low,63.9
STU118754,66,Mobile,Medium,71.5
STU118755,48,Laptop,Low,77.2
STU118756,56,Laptop,High,68.6
STU118757,53,Laptop,High,65.9
STU118758,79,Mobile,High,84.1
STU118759,100,Mobile,Medium,41.5
STU118760,21,Mobile,High,74.8
STU118761,67,Laptop,Medium,51.5
STU118762,54,Mobile,Medium,42.7
STU118763,36,Mobile,Medium,86.3
STU118764,74,Laptop,Medium,39.2
STU118765,85,Mobile,High,87.1
STU118766,86,Mobile,Medium,68.6
STU118767,94,Laptop,Medium,71.0
STU118768,89,Laptop,Medium,54.7
STU118769,86,Mobile,High,88.4
STU118770,41,Laptop,High,54.6
STU118771,45,Laptop,Low,30.3
STU118772,60,Mobile,Low,81.1
STU118773,90,Mobile,High,61.7
STU118774,91,Mobile,High,7.0
STU118775,89,Laptop,High,81.8
STU118776,57,Laptop,High,67.2
STU118777,90,Mobile,Medium,53.5
STU118778,43,Mobile,High,41.2
STU118779,94,Mobile,Medium,73.8
STU118780,55,Laptop,Medium,81.7
STU118781,57,Laptop,Medium,63.5
STU118782,63,Mobile,Medium,93.0
STU118783,76,Mobile,High,38.2
STU118784,53,Mobile,High,29.8
STU118785,56,Mobile,Medium,76.2
STU118786,83,Mobile,Medium,46.1
STU118787,59,Mobile,Medium,74.0
STU118788,71,Mobile,Medium,95.4
STU118789,46,Mobile,Medium,82.9
STU118790,66,Mobile,High,86.4
STU118791,72,Mobile,High,85.8
STU118792,95,Laptop,Medium,15.2
STU118793,100,Laptop,Medium,81.5
STU118794,50,Laptop,Medium,74.2
STU118795,69,Laptop,High,53.0
STU118796,73,Mobile,Low,50.1
STU118797,72,Mobile,Low,76.6
STU118798,43,Mobile,High,78.4
STU118799,56,Laptop,Medium,82.4
STU118800,52,Laptop,Medium,92.2
STU118801,80,Mobile,Low,81.3
