student_id,satisfaction_rating,support_ticket_raised
STU118860,4.4,1
STU118861,5.0,3
STU118862,4.9,1
STU118863,4.2,1
STU118864,3.6,2
STU118865,3.5,0
STU118866,5.0,0
STU118867,3.4,0
STU118868,4.6,2
STU118869,3.3,2
STU118870,3.2,1
STU118871,5.0,2
STU118872,4.3,0
STU118873,4.4,1
STU118874,4.2,0
STU118875,4.0,2
STU118876,2.3,0
STU118877,4.5,1
STU118878,3.3,1
STU118879,4.9,1
STU118880,5.0,1
STU118881,4.9,2
STU118882,3.2,1
STU118883,4.5,1
STU118884,3.3,0
STU118885,4.6,0
STU118886,4.5,0
STU118887,4.3,1
STU118888,4.2,2
STU118889,2.8,1
STU118890,4.1,2
STU118891,4.7,1
STU118892,3.8,0
STU118893,5.0,0
STU118894,3.5,1
STU118895,4.3,2
STU118896,3.7,1
STU118897,5.0,0
STU118898,4.5,2
STU118899,3.4,1
STU118900,3.1,3
STU118901,3.9,0
STU118902,2.4,1
STU118903,4.5,1
STU118904,2.1,0
STU118905,4.2,1
STU118906,3.9,0
STU118907,5.0,3
STU118908,2.4,2
STU118909,4.2,1
STU118910,4.4,0
STU118911,4.8,0
STU118912,4.0,0
STU118913,3.1,1
STU118914,5.0,2
STU118915,3.6,2
STU118916,3.0,0
STU118917,3.1,0
STU118918,4.1,0
STU118919,4.6,0
STU118920,5.0,1
STU118921,5.0,1
STU118922,3.8,0
STU118923,3.6,0
STU118924,4.3,0
STU118925,3.9,0
STU118926,4.4,1
STU118927,5.0,1
STU118928,4.8,0
STU118929,4.5,0
STU118930,5.0,1
STU118931,3.3,2
STU118932,4.2,0
STU118933,4.1,0
STU118934,3.9,1
STU118935,5.0,0
STU118936,3.2,1
STU118937,4.8,2
STU118938,3.5,0
STU118939,3.6,0
STU118940,3.5,0
STU118941,4.8,0
STU118942,5.0,2
STU118943,3.3,1
STU118944,4.2,3
STU118945,3.5,3
STU118946,3.7,0
STU118947,4.4,1
STU118948,4.1,1
STU118949,4.2,0
STU118950,3.4,1
STU118951,4.9,1
STU118952,5.0,1
STU118953,3.8,3
STU118954,2.7,0
STU118955,4.6,3
STU118956,4.0,1
STU118957,5.0,1
STU118958,4.3,0
STU118959,4.9,2
STU118960,5.0,1
STU118961,4.1,1
STU118962,3.8,2
STU118963,3.4,0
STU118964,3.7,0
STU118965,4.5,1
STU118966,3.7,0
STU118967,3.5,0
STU118968,4.5,0
STU118969,3.7,0
STU118970,3.4,0
STU118971,3.3,4
STU118972,3.9,0
STU118973,4.1,1
STU118974,3.0,2
STU118975,4.3,1
STU118976,4.0,1
STU118977,3.8,2
STU118978,5.0,2
STU118979,4.1,1
STU118980,3.3,0
STU118981,3.2,3
STU118982,3.4,0
STU118983,2.8,2
STU118984,4.4,0
STU118985,4.3,2
STU118986,4.2,0
STU118987,4.7,0
STU118988,3.1,1
STU118989,3.7,0
STU118990,5.0,1
STU118991,5.0,0
STU118992,4.1,2
STU118993,4.8,2
STU118994,3.2,1
STU118995,4.1,1
STU118996,3.6,0
STU118997,5.0,1
STU118998,3.4,2
STU118999,3.8,1
STU119000,5.0,1
STU119001,4.8,0
STU119002,3.8,0
STU119003,2.6,0
STU119004,3.6,0
STU119005,4.9,0
STU119006,3.3,2
STU119007,3.5,2
STU119008,5.0,0
STU119009,3.8,0
STU119010,3.1,0
STU119011,4.1,1
STU119012,3.0,2
STU119013,4.2,1
STU119014,4.2,1
STU119015,4.4,1
STU119016,4.9,0
STU119017,4.1,0
STU119018,4.3,2
STU119019,5.0,2
STU119020,4.9,1
STU119021,3.3,0
STU119022,4.3,0
STU119023,3.2,2
STU119024,3.6,0
STU119025,4.1,0
STU119026,5.0,1
STU119027,4.2,0
STU119028,4.0,1
STU119029,3.5,2
STU119030,5.0,0
STU119031,5.0,0
STU119032,4.1,0
STU119033,5.0,2
STU119034,3.5,2
STU119035,5.0,1
STU119036,4.5,0
STU119037,4.9,0
STU119038,4.4,1
STU119039,5.0,3
STU119040,4.7,1
STU119041,4.1,1
STU119042,4.5,3
STU119043,3.4,0
STU119044,3.0,0
STU119045,4.7,1
STU119046,4.5,3
STU119047,4.6,1
STU119048,4.8,1
STU119049,4.7,1
STU119050,4.9,1
STU119051,1.9,2
STU119052,3.2,2
STU119053,4.7,0
STU119054,4.7,1
STU119055,3.8,1
STU119056,3.4,1
STU119057,3.4,2
STU119058,4.8,2
STU119059,3.1,1
STU119060,3.3,2
STU119061,4.5,0
STU119062,4.4,0
STU119063,5.0,1
STU119064,3.5,0
STU119065,5.0,0
STU119066,4.8,3
STU119067,3.7,1
STU119068,4.6,2
STU119069,4.1,0
STU119070,5.0,2
STU119071,4.5,1
STU119072,4.0,0
STU119073,3.5,0
STU119074,3.4,2
STU119075,4.9,3
STU119076,3.2,1
STU119077,3.9,1
STU119078,3.7,0
STU119079,4.9,0
STU119080,4.9,1
STU119081,4.1,1
STU119082,4.8,1
STU119083,3.5,0
STU119084,4.1,3
STU119085,3.2,0
STU119086,4.4,0
STU119087,5.0,0
STU119088,5.0,1
STU119089,4.9,1
STU119090,4.5,2
STU119091,4.2,1
STU119092,4.2,0
STU119093,3.7,0
STU119094,4.6,1
STU119095,3.8,1
STU119096,3.1,0
STU119097,3.6,1
STU119098,3.3,0
STU119099,4.9,1
STU119100,5.0,1
STU119101,5.0,1
STU119102,4.8,0
STU119103,4.5,1
STU119104,4.1,0
STU119105,3.8,1
STU119106,3.2,0
STU119107,4.4,0
STU119108,5.0,0
STU119109,4.2,0
STU119110,3.4,0
STU119111,5.0,0
STU119112,4.7,0
STU119113,3.4,1
STU119114,3.5,3
STU119115,4.2,0
STU119116,3.4,1
STU119117,3.9,4
STU119118,2.8,0
STU119119,3.4,1
STU119120,3.5,0
STU119121,5.0,1
STU119122,4.1,0
STU119123,4.2,0
STU119124,3.9,0
STU119125,4.4,0
STU119126,3.8,1
STU119127,3.3,2
STU119128,2.6,0
STU119129,4.6,2
STU119130,4.0,0
STU119131,4.9,1
STU119132,4.8,1
STU119133,3.8,1
STU119134,4.8,1
STU119135,4.2,2
STU119136,4.3,1
STU119137,3.8,2
STU119138,5.0,0
STU119139,4.3,2
STU119140,5.0,1
STU119141,2.0,0
STU119142,4.3,0
STU119143,5.0,1
STU119144,2.9,0
STU119145,5.0,2
STU119146,4.0,0
STU119147,4.0,2
STU119148,4.5,2
STU119149,4.6,0
STU119150,3.0,0
STU119151,3.3,0
STU119152,4.3,1
STU119153,4.5,1
STU119154,3.9,3
STU119155,4.4,2
STU119156,4.0,0
STU119157,4.4,0
STU119158,4.0,2
STU119159,4.2,1
STU119160,3.6,0
STU119161,3.8,1
STU119162,3.1,2
STU119163,4.5,1
STU119164,5.0,0
STU119165,3.8,1
STU119166,5.0,0
STU119167,4.7,0
STU119168,5.0,1
STU119169,3.4,2
STU119170,5.0,0
STU119171,4.5,3
STU119172,4.1,1
STU119173,3.5,3
STU119174,2.1,1
STU119175,5.0,1
STU119176,4.3,1
STU119177,4.9,1
STU119178,3.9,1
STU119179,4.3,2
STU119180,4.7,1
STU119181,4.0,2
STU119182,5.0,0
STU119183,3.5,0
STU119184,5.0,0
STU119185,4.4,0
STU119186,5.0,0
STU119187,4.6,3
STU119188,3.4,0
STU119189,3.5,2
STU119190,4.7,0
STU119191,3.9,0
STU119192,4.8,0
STU119193,4.5,0
STU119194,5.0,2
STU119195,4.2,1
STU119196,5.0,0
STU119197,5.0,0
STU119198,5.0,2
STU119199,4.4,0
STU119200,2.9,1
STU119201,5.0,4
STU119202,2.2,0
STU119203,3.6,1
STU119204,4.5,2
STU119205,3.2,1
STU119206,5.0,1
STU119207,3.9,0
STU119208,4.4,3
STU119209,4.2,0
STU119210,4.3,0
STU119211,4.5,2
STU119212,2.4,1
STU119213,4.2,0
STU119214,5.0,1
STU119215,4.8,0
STU119216,4.9,4
STU119217,4.1,0
STU119218,4.7,1
STU119219,5.0,1
STU119220,3.1,1
STU119221,4.1,2
STU119222,3.6,1
STU119223,5.0,1
STU119224,4.5,3
STU119225,4.2,1
STU119226,5.0,1
STU119227,3.1,1
STU119228,3.8,1
STU119229,3.9,2
STU119230,4.7,3
STU119231,3.6,1
STU119232,2.6,2
STU119233,5.0,0
STU119234,5.0,1
STU119235,5.0,0
STU119236,4.0,1
STU119237,4.6,0
STU119238,4.9,1
STU119239,3.8,4
STU119240,3.5,0
STU119241,4.0,1
STU119242,4.5,0
STU119243,3.7,1
STU119244,3.0,0
STU119245,3.8,3
STU119246,4.1,0
STU119247,4.9,1
STU119248,3.4,1
STU119249,4.7,0
STU119250,5.0,0
STU119251,3.8,0
STU119252,4.7,1
STU119253,3.4,1
STU119254,5.0,1
STU119255,4.6,0
STU119256,5.0,1
STU119257,3.3,0
STU119258,3.8,0
STU119259,2.4,2
STU119260,5.0,0
STU119261,2.7,0
STU119262,3.6,1
STU119263,4.4,2
STU119264,5.0,3
STU119265,4.4,0
STU119266,3.9,0
STU119267,4.4,1
STU119268,3.1,3
STU119269,5.0,1
STU119270,5.0,0
STU119271,3.9,3
STU119272,4.3,1
STU119273,3.7,3
STU119274,3.8,1
STU119275,4.2,1
STU119276,4.0,3
STU119277,4.2,1
STU119278,4.1,3
STU119279,1.6,0
STU119280,4.9,0
STU119281,3.0,0
STU119282,3.8,0
STU119283,4.1,1
STU119284,5.0,1
STU119285,4.7,2
STU119286,5.0,2
STU119287,5.0,1
STU119288,4.5,0
STU119289,4.7,1
STU119290,4.4,0
STU119291,4.2,1
STU119292,4.1,2
STU119293,4.3,1
STU119294,4.2,1
STU119295,5.0,1
STU119296,3.7,4
STU119297,4.2,0
STU119298,4.2,0
STU119299,3.2,0
STU119300,4.2,0
STU119301,2.9,1
STU119302,3.9,1
STU119303,4.5,1
STU119304,4.1,0
STU119305,3.9,0
STU119306,4.2,1
STU119307,3.7,0
STU119308,2.7,1
STU119309,3.5,2
STU119310,4.2,0
STU119311,3.9,0
STU119312,4.1,2
STU119313,3.2,0
STU119314,3.3,0
STU119315,4.2,0
STU119316,5.0,0
STU119317,5.0,1
STU119318,3.2,0
STU119319,4.6,1
STU119320,4.4,0
STU119321,5.0,0
STU119322,3.4,2
STU119323,3.7,1
STU119324,4.7,0
STU119325,5.0,0
STU119326,4.7,1
STU119327,1.8,0
STU119328,4.7,1
STU119329,3.4,0
STU119330,4.5,0
STU119331,4.8,2
STU119332,5.0,2
STU119333,4.2,0
STU119334,5.0,1
STU119335,3.3,0
STU119336,4.9,1
STU119337,4.3,1
STU119338,4.2,2
STU119339,5.0,1
STU119340,4.7,0
STU119341,4.2,0
STU119342,4.4,1
STU119343,3.2,3
STU119344,3.4,1
STU119345,4.8,0
STU119346,5.0,1
STU119347,4.7,1
STU119348,3.6,2
STU119349,3.8,0
STU119350,2.7,0
STU119351,5.0,0
STU119352,5.0,0
STU119353,4.2,2
STU119354,4.2,1
STU119355,4.3,0
STU119356,3.9,1
STU119357,4.5,1
STU119358,3.3,1
STU119359,3.8,0
STU119360,3.6,0
STU119361,4.5,1
STU119362,3.6,0
STU119363,4.3,1
STU119364,4.5,1
STU119365,3.6,0
STU119366,4.7,0
STU119367,5.0,0
STU119368,4.5,0
STU119369,4.1,1
STU119370,4.4,0
STU119371,3.4,2
STU119372,2.7,1
STU119373,3.7,1
STU119374,4.3,1
STU119375,3.8,1
STU119376,2.7,0
STU119377,5.0,1
STU119378,3.6,0
STU119379,3.5,3
STU119380,3.6,1
STU119381,4.2,2
STU119382,4.7,0
STU119383,5.0,0
STU119384,5.0,0
STU119385,3.6,0
STU119386,4.7,1
STU119387,3.3,1
STU119388,3.1,0
STU119389,3.9,0
STU119390,4.9,1
STU119391,5.0,0
STU119392,5.0,1
STU119393,5.0,1
STU119394,2.7,1
STU119395,4.3,0
STU119396,5.0,1
STU119397,4.1,1
STU119398,4.9,1
STU119399,4.1,0
STU119400,3.6,0
STU119401,5.0,0
STU119402,4.0,0
STU119403,5.0,1
STU119404,4.0,0
STU119405,3.8,0
STU119406,3.7,0
STU119407,5.0,0
STU119408,2.3,0
STU119409,4.2,0
STU119410,5.0,1
STU119411,4.6,3
STU119412,4.6,1
STU119413,4.0,0
STU119414,5.0,1
STU119415,3.9,0
STU119416,5.0,3
STU119417,3.8,0
STU119418,3.7,0
STU119419,3.8,0
STU119420,4.3,1
STU119421,3.3,0
STU119422,4.6,1
STU119423,3.6,1
STU119424,4.3,0
STU119425,2.6,1
STU119426,4.2,1
STU119427,4.8,1
STU119428,3.0,0
STU119429,5.0,2
STU119430,2.6,0
STU119431,4.5,2
STU119432,4.2,0
STU119433,4.1,0
STU119434,4.7,3
STU119435,4.3,3
STU119436,3.3,2
STU119437,4.3,2
STU119438,5.0,0
STU119439,4.6,0
STU119440,5.0,1
STU119441,5.0,0
STU119442,2.8,1
STU119443,4.8,1
STU119444,5.0,0
STU119445,4.8,1
STU119446,3.9,0
STU119447,3.7,2
STU119448,2.9,0
STU119449,4.7,0
STU119450,3.7,0
STU119451,4.1,1
STU119452,3.7,0
STU119453,2.2,1
STU119454,3.8,2
STU119455,4.7,1
STU119456,4.6,1
STU119457,4.5,1
STU119458,4.2,0
STU119459,5.0,1
STU119460,4.1,1
STU119461,4.7,3
STU119462,4.0,2
STU119463,4.8,0
STU119464,3.7,0
STU119465,3.2,1
STU119466,4.4,1
STU119467,3.7,1
STU119468,4.3,0
STU119469,3.7,1
STU119470,4.3,0
STU119471,4.0,1
STU119472,4.4,0
STU119473,4.1,2
STU119474,4.3,0
STU119475,4.3,1
STU119476,4.8,0
STU119477,5.0,1
STU119478,3.1,1
STU119479,4.6,2
STU119480,4.8,1
STU119481,2.8,1
STU119482,3.4,0
STU119483,3.8,2
STU119484,5.0,0
STU119485,4.0,0
STU119486,4.9,1
STU119487,2.7,1
STU119488,5.0,0
STU119489,5.0,2
STU119490,4.7,1
STU119491,4.8,4
STU119492,3.9,0
STU119493,2.8,1
STU119494,5.0,1
STU119495,4.4,1
STU119496,4.3,1
STU119497,3.3,1
STU119498,3.8,1
STU119499,4.1,1
STU119500,2.9,0
STU119501,2.7,1
STU119502,2.4,0
STU119503,4.0,1
STU119504,4.6,1
STU119505,5.0,0
STU119506,2.9,2
STU119507,5.0,3
STU119508,4.3,0
STU119509,5.0,1
STU119510,4.7,0
STU119511,1.8,2
STU119512,4.9,0
STU119513,4.1,1
STU119514,4.0,0
STU119515,3.1,2
STU119516,4.1,1
STU119517,3.4,1
STU119518,5.0,0
STU119519,2.9,1
STU119520,3.8,0
STU119521,4.7,0
STU119522,4.0,0
STU119523,4.3,1
STU119524,4.4,0
STU119525,4.7,2
STU119526,4.0,4
STU119527,3.0,0
STU119528,4.1,2
STU119529,3.9,0
STU119530,4.9,1
STU119531,5.0,0
STU119532,5.0,0
STU119533,3.9,1
STU119534,5.0,0
STU119535,5.0,0
STU119536,4.4,1
STU119537,3.9,0
STU119538,3.7,0
STU119539,3.2,2
STU119540,3.8,0
STU119541,3.3,1
STU119542,4.8,1
STU119543,3.6,1
STU119544,4.8,0
STU119545,4.3,1
STU119546,5.0,1
STU119547,4.0,1
STU119548,5.0,1
STU119549,2.8,0
STU119550,4.5,0
STU119551,4.4,0
STU119552,5.0,0
STU119553,4.7,0
STU119554,5.0,0
STU119555,3.7,1
STU119556,4.6,0
STU119557,3.5,1
STU119558,2.6,0
STU119559,4.9,0
STU119560,4.8,1
STU119561,5.0,1
STU119562,5.0,2
STU119563,4.3,0
STU119564,4.0,2
STU119565,4.6,0
STU119566,5.0,0
STU119567,5.0,0
STU119568,4.1,1
STU119569,3.7,4
STU119570,4.3,2
STU119571,5.0,0
STU119572,3.8,0
STU119573,3.4,0
STU119574,4.0,3
STU119575,3.9,0
STU119576,4.2,4
STU119577,2.7,1
STU119578,4.7,0
STU119579,5.0,1
STU119580,2.0,0
STU119581,4.2,0
STU119582,3.5,0
STU119583,4.1,0
STU119584,4.8,1
STU119585,3.9,2
STU119586,5.0,0
STU119587,5.0,0
STU119588,4.7,3
STU119589,5.0,0
STU119590,4.7,2
STU119591,4.1,1
STU119592,3.5,0
STU119593,4.3,0
STU119594,3.1,1
STU119595,3.3,1
STU119596,4.1,1
STU119597,3.4,1
STU119598,4.2,3
STU119599,4.2,1
STU119600,4.8,3
STU119601,3.8,0
STU119602,5.0,0
STU119603,5.0,1
STU119604,5.0,1
STU119605,3.2,1
STU119606,5.0,0
STU119607,4.0,0
STU119608,4.1,0
STU119609,5.0,1
STU119610,3.6,1
STU119611,4.4,0
STU119612,5.0,0
STU119613,5.0,1
STU119614,2.9,1
STU119615,4.6,1
STU119616,4.3,1
STU119617,2.6,2
STU119618,5.0,1
STU119619,3.9,0
STU119620,4.8,1
STU119621,4.5,0
STU119622,4.5,0
STU119623,3.7,1
STU119624,3.7,0
STU119625,2.6,1
STU119626,4.0,1
STU119627,3.3,0
STU119628,3.6,0
STU119629,3.8,1
STU119630,3.2,2
STU119631,2.9,2
STU119632,3.3,2
STU119633,4.7,0
STU119634,3.4,0
STU119635,5.0,0
STU119636,5.0,1
STU119637,2.6,2
STU119638,4.0,0
STU119639,3.5,0
STU119640,3.7,3
STU119641,4.3,1
STU119642,3.7,1
STU119643,4.1,1
STU119644,3.3,1
STU119645,2.4,2
STU119646,3.1,1
STU119647,4.8,1
STU119648,4.1,0
STU119649,4.2,3
STU119650,4.1,1
STU119651,3.7,0
STU119652,4.5,1
STU119653,5.0,2
STU119654,3.1,0
STU119655,4.7,2
STU119656,4.4,0
STU119657,3.8,2
STU119658,3.8,2
STU119659,4.5,2
STU119660,3.4,1
STU119661,3.1,3
STU119662,2.9,0
STU119663,5.0,1
STU119664,4.1,1
STU119665,3.4,1
STU119666,4.6,0
STU119667,4.7,0
STU119668,3.7,1
STU119669,4.1,1
STU119670,4.4,1
STU119671,3.7,1
STU119672,2.3,0
STU119673,3.8,2
STU119674,4.7,2
STU119675,3.7,2
STU119676,4.2,2
STU119677,4.3,0
STU119678,4.4,0
STU119679,3.5,1
STU119680,3.6,1
STU119681,5.0,4
STU119682,3.9,3
STU119683,3.0,1
STU119684,3.1,3
STU119685,4.1,0
STU119686,4.0,1
STU119687,4.8,0
STU119688,4.7,0
STU119689,3.4,0
STU119690,4.3,0
STU119691,4.5,0
STU119692,3.6,2
STU119693,2.5,1
STU119694,4.0,0
STU119695,3.8,2
STU119696,4.0,2
STU119697,4.0,0
STU119698,4.3,1
STU119699,4.4,1
STU119700,4.3,0
STU119701,4.2,2
STU119702,4.5,2
STU119703,3.4,1
STU119704,2.6,0
STU119705,4.4,1
STU119706,3.9,0
STU119707,4.1,1
STU119708,3.7,0
STU119709,3.3,1
STU119710,4.5,2
STU119711,4.1,1
STU119712,3.0,0
STU119713,4.5,0
STU119714,3.7,1
STU119715,3.2,0
STU119716,4.8,0
STU119717,3.8,1
STU119718,4.1,3
STU119719,4.3,1
STU119720,4.0,0
STU119721,3.9,1
STU119722,4.3,0
STU119723,4.2,0
STU119724,4.8,0
STU119725,5.0,1
STU119726,4.3,0
STU119727,5.0,0
STU119728,2.2,0
STU119729,4.7,2
STU119730,3.9,2
STU119731,4.1,2
STU119732,4.7,0
STU119733,4.0,2
STU119734,3.6,0
STU119735,3.6,2
STU119736,4.7,1
STU119737,4.3,0
STU119738,5.0,0
STU119739,5.0,2
STU119740,4.2,2
STU119741,5.0,0
STU119742,3.6,3
STU119743,4.1,1
STU119744,4.1,1
STU119745,3.2,0
STU119746,4.7,1
STU119747,4.8,0
STU119748,3.7,2
STU119749,3.3,1
STU119750,4.4,1
STU119751,4.8,1
STU119752,2.9,0
STU119753,4.9,0
STU119754,3.9,1
STU119755,4.0,3
STU119756,4.7,0
STU119757,5.0,1
STU119758,4.9,2
STU119759,5.0,1
STU119760,3.6,1
STU119761,3.7,0
STU119762,4.3,1
STU119763,5.0,0
STU119764,4.1,1
STU119765,3.4,4
STU119766,4.2,1
STU119767,3.9,1
STU119768,4.9,0
STU119769,3.7,1
STU119770,2.6,1
STU119771,5.0,1
STU119772,5.0,0
STU119773,4.8,0
STU119774,4.2,1
STU119775,4.4,0
STU119776,4.8,0
STU119777,4.7,2
STU119778,4.2,0
STU119779,2.3,2
STU119780,3.7,0
STU119781,4.8,0
STU119782,5.0,2
STU119783,4.1,1
STU119784,4.4,0
STU119785,4.3,1
STU119786,4.2,1
STU119787,4.1,0
STU119788,4.2,1
STU119789,4.2,2
STU119790,3.8,3
STU119791,3.7,0
STU119792,4.2,2
STU119793,4.7,2
STU119794,2.8,2
STU119795,3.3,1
STU119796,3.8,1
STU119797,5.0,0
STU119798,4.1,0
STU119799,3.0,2
STU119800,4.8,3
STU119801,4.3,0
STU119802,4.1,0
STU119803,5.0,0
STU119804,3.4,0
STU119805,4.8,1
STU119806,4.1,0
STU119807,4.7,0
STU119808,3.4,1
STU119809,4.7,2
STU119810,4.4,0
STU119811,3.2,0
STU119812,3.6,1
STU119813,4.9,1
STU119814,3.8,1
STU119815,4.8,0
STU119816,4.3,2
STU119817,4.7,0
STU119818,4.9,1
STU119819,3.7,0
STU119820,4.5,0
STU119821,4.7,1
STU119822,4.9,0
STU119823,3.4,0
STU119824,3.9,1
STU119825,4.2,0
STU119826,3.5,2
STU119827,4.4,0
STU119828,5.0,0
STU119829,5.0,0
STU119830,3.7,1
STU119831,4.5,0
STU119832,5.0,2
STU119833,3.4,1
STU119834,4.8,2
STU119835,4.9,0
STU119836,5.0,0
STU119837,3.9,1
STU119838,5.0,1
STU119839,2.4,0
STU119840,4.4,1
STU119841,4.2,0
STU119842,5.0,1
STU119843,4.1,1
STU119844,5.0,1
STU119845,4.6,0
STU119846,4.1,3
STU119847,4.4,1
STU119848,4.9,2
STU119849,5.0,1
STU119850,4.8,1
STU119851,4.2,0
STU119852,4.7,0
STU119853,4.0,0
STU119854,4.1,0
STU119855,3.7,2
STU119856,4.0,0
STU119857,4.5,0
STU119858,5.0,1
STU119859,3.7,0
STU119860,3.0,2
STU119861,4.1,2
STU119862,3.3,1
STU119863,4.8,0
STU119864,4.7,1
STU119865,3.2,0
STU119866,3.6,2
STU119867,4.2,0
STU119868,4.9,0
STU119869,4.3,3
STU119870,5.0,0
STU119871,4.9,0
STU119872,3.9,0
STU119873,3.6,2
STU119874,3.9,0
STU119875,3.0,2
STU119876,4.5,2
STU119877,4.2,2
STU119878,4.9,2
STU119879,4.7,1
STU119880,4.6,2
STU119881,3.4,0
STU119882,4.1,1
STU119883,3.4,0
STU119884,4.0,1
STU119885,4.4,1
STU119886,2.1,0
STU119887,4.6,2
STU119888,5.0,1
STU119889,2.6,0
STU119890,3.8,1
STU119891,5.0,1
STU119892,3.7,1
STU119893,4.8,2
STU119894,4.4,0
STU119895,3.7,2
STU119896,5.0,1
STU119897,5.0,2
STU119898,3.6,4
STU119899,4.3,0
STU119900,3.1,1
STU119901,4.2,1
STU119902,3.6,0
STU119903,4.0,0
STU119904,5.0,1
STU119905,4.6,0
STU119906,4.0,2
STU119907,3.8,0
STU119908,4.0,0
STU119909,5.0,4
STU119910,4.3,0
STU119911,4.7,0
STU119912,3.9,0
STU119913,4.6,1
STU119914,5.0,0
STU119915,3.3,0
STU119916,4.4,0
STU119917,4.4,1
STU119918,3.9,3
STU119919,4.8,0
STU119920,3.8,1
STU119921,3.7,2
STU119922,2.6,1
STU119923,4.9,0
STU119924,4.4,0
STU119925,2.9,1
STU119926,3.7,1
STU119927,4.7,0
STU119928,2.6,1
STU119929,4.8,2
STU119930,4.2,0
STU119931,4.8,0
STU119932,3.3,1
STU119933,4.7,2
STU119934,2.3,0
STU119935,3.7,0
STU119936,4.1,0
STU119937,4.4,2
STU119938,4.9,0
STU119939,3.3,1
STU119940,4.0,0
STU119941,4.2,0
STU119942,4.4,1
STU119943,3.6,1
STU119944,4.8,0
STU119945,4.1,0
STU119946,4.6,0
STU119947,4.2,2
STU119948,5.0,1
STU119949,4.7,2
STU119950,3.5,0
STU119951,4.5,1
STU119952,3.4,2
STU119953,5.0,1
STU119954,4.9,0
STU119955,5.0,3
STU119956,3.6,1
STU119957,5.0,1
STU119958,4.5,1
STU119959,3.9,0
STU119960,4.7,2
STU119961,5.0,0
STU119962,3.2,0
STU119963,3.0,3
STU119964,4.7,0
STU119965,4.2,2
STU119966,4.0,1
STU119967,5.0,0
STU119968,5.0,3
STU119969,5.0,1
STU119970,2.6,2
STU119971,5.0,1
STU119972,4.5,0
STU119973,4.7,0
STU119974,3.4,0
STU119975,4.1,0
STU119976,3.5,2
STU119977,3.2,0
STU119978,4.0,1
STU119979,3.9,2
STU119980,3.4,1
STU119981,4.1,1
STU119982,3.9,2
STU119983,2.7,0
STU119984,3.9,0
STU119985,5.0,0
STU119986,4.3,1
STU119987,2.6,0
STU119988,4.8,1
STU119989,4.0,1
STU119990,3.8,0
STU119991,3.9,2
STU119992,3.5,2
STU119993,2.7,3
STU119994,4.9,1
STU119995,3.3,0
STU119996,4.1,1
STU119997,5.0,2
STU119998,4.7,0
STU119999,4.1,1
STU120000,3.3,0
STU120001,4.4,1
STU120002,3.7,0
STU120003,5.0,1
STU120004,4.0,0
STU120005,3.9,3
STU120006,3.2,2
STU120007,5.0,0
STU120008,4.7,1
STU120009,4.0,0
STU120010,5.0,0
STU120011,4.9,1
STU120012,4.7,2
STU120013,3.2,0
STU120014,4.4,0
STU120015,4.5,0
STU120016,3.8,0
STU120017,4.0,0
STU120018,3.0,0
STU120019,4.4,1
STU120020,3.3,4
STU120021,3.7,1
STU120022,4.0,1
STU120023,4.3,3
STU120024,4.7,1
STU120025,3.3,1
STU120026,4.4,0
STU120027,5.0,2
STU120028,3.2,2
STU120029,3.9,0
STU120030,4.7,0
STU120031,5.0,0
STU120032,4.8,1
STU120033,3.5,0
STU120034,3.9,0
STU120035,5.0,1
STU120036,4.0,0
STU120037,3.9,0
STU120038,4.1,1
STU120039,5.0,0
STU120040,3.8,0
STU120041,4.1,2
STU120042,3.8,0
STU120043,3.8,4
STU120044,4.8,0
STU120045,3.5,0
STU120046,4.5,2
STU120047,4.5,2
STU120048,4.5,1
STU120049,4.2,0
STU120050,4.6,0
STU120051,3.4,0
STU120052,5.0,1
STU120053,4.0,0
STU120054,4.1,1
STU120055,4.4,1
STU120056,4.7,0
STU120057,5.0,0
STU120058,5.0,1
STU120059,5.0,0
STU120060,4.1,1
STU120061,4.2,1
STU120062,2.9,2
STU120063,4.9,2
STU120064,3.6,1
STU120065,4.3,3
STU120066,4.6,0
STU120067,4.1,1
STU120068,4.1,0
STU120069,4.0,0
STU120070,5.0,0
STU120071,4.1,1
STU120072,5.0,0
STU120073,4.2,1
STU120074,3.1,1
STU120075,4.2,1
STU120076,2.7,0
STU120077,3.2,0
STU120078,4.0,2
STU120079,2.8,0
STU120080,5.0,1
STU120081,2.9,2
STU120082,3.9,0
STU120083,4.4,0
STU120084,3.2,1
STU120085,4.8,0
STU120086,3.6,0
STU120087,3.5,3
STU120088,4.7,1
STU120089,4.2,0
STU120090,3.2,0
STU120091,3.9,2
STU120092,4.2,0
STU120093,4.4,1
STU120094,3.0,0
STU120095,5.0,1
STU120096,3.7,1
STU120097,5.0,1
STU120098,4.5,0
STU120099,2.6,2
STU120100,3.1,0
STU120101,5.0,1
STU120102,3.4,1
STU120103,4.4,0
STU120104,4.7,0
STU120105,4.6,1
STU120106,5.0,2
STU120107,4.6,1
STU120108,4.9,1
STU120109,2.8,0
STU120110,3.5,0
STU120111,5.0,2
STU120112,5.0,0
STU120113,4.3,1
STU120114,3.7,1
STU120115,3.7,0
STU120116,4.6,1
STU120117,5.0,0
STU120118,3.9,2
STU120119,3.8,0
STU120120,4.4,2
STU120121,4.5,0
STU120122,4.6,0
STU120123,4.1,2
STU120124,3.6,2
STU120125,4.9,0
STU120126,4.1,1
STU120127,3.6,2
STU120128,4.3,0
STU120129,3.7,0
